55,5.099,43.186,31.321,39.217,55.317,6.000,35.468,52.631,44.407,73.661
63,10.440,31.145,22.000,45.177,62.073,9.220,23.601,40.608,43.417,74.626
77,49.980,15.652,37.855,67.602,83.259,48.703,23.537,12.083,49.031,77.058
92,42.521,61.522,38.639,85.088,99.810,42.450,52.953,70.114,90.521,120.615
65,24.515,21.024,24.413,48.052,64.938,23.345,17.000,29.206,38.275,70.007
47,15.264,55.227,42.048,36.401,50.567,16.643,47.424,64.661,48.466,74.653
43,17.117,51.400,42.755,27.731,43.417,18.028,44.777,60.208,37.696,64.444
58,26.077,26.926,31.385,41.761,58.464,25.179,24.083,34.000,31.016,62.769
89,39.623,7.810,17.464,72.180,89.107,38.210,7.616,15.033,60.828,91.924
30,32.696,70.937,59.615,29.547,38.949,34.015,63.820,79.931,50.010,69.778
59,36.014,25.179,36.770,46.530,62.394,35.057,25.942,29.614,30.017,60.638
46,17.804,58.138,44.294,37.537,51.000,19.209,50.210,67.624,50.922,76.400
24,73.430,67.535,81.468,50.359,55.946,73.062,70.456,67.676,27.459,27.785
95,35.511,40.522,18.868,79.555,95.901,34.713,32.696,48.508,78.772,110.277
77,38.013,67.365,44.721,76.059,89.359,38.484,58.215,76.792,85.703,113.952
34,69.080,58.830,74.277,52.498,60.745,68.542,62.482,58.310,27.459,36.770
43,20.809,60.877,47.413,36.069,48.877,22.204,53.075,70.292,50.961,75.452
30,44.598,85.276,69.814,48.508,54.378,46.011,77.156,94.810,70.007,88.255
64,29.275,65.146,44.294,62.968,75.717,30.150,55.973,74.947,74.706,101.671
31,53.535,54.342,64.351,33.615,43.863,53.254,55.154,57.079,8.246,31.401
14,47.539,73.082,71.028,4.472,13.038,48.270,69.051,79.850,29.155,40.497
69,31.321,15.297,25.612,53.451,70.093,30.083,14.318,22.472,40.608,71.840
19,51.400,91.220,77.698,45.011,47.539,52.802,83.630,100.449,68.731,83.199
41,68.680,54.203,71.218,56.859,66.400,68.007,58.694,52.773,31.385,44.011
85,25.020,32.016,9.000,68.250,84.853,24.000,23.195,41.110,66.573,98.112
81,28.320,52.086,29.275,71.120,86.163,28.284,43.012,61.400,76.420,106.405
29,72.918,64.140,79.196,53.151,59.942,72.450,67.624,63.695,29.000,33.121
67,30.806,17.263,26.907,51.546,68.154,29.614,16.155,24.187,38.639,69.921
61,28.018,23.537,30.000,45.222,61.847,27.000,21.378,30.414,33.242,64.846
80,22.825,22.361,5.099,62.073,79.025,21.471,13.153,32.016,57.245,89.000
33,59.481,54.781,67.476,41.785,51.225,59.059,56.939,56.089,16.492,33.136
56,60.133,38.897,57.801,59.666,72.346,59.211,44.407,36.715,35.468,56.886
20,46.141,64.777,66.287,9.220,21.471,46.530,62.008,70.605,16.643,33.601
37,49.649,48.270,58.822,35.511,47.508,49.244,49.244,51.039,10.630,37.483
5,55.009,85.235,80.505,18.385,12.649,56.000,80.362,92.574,43.267,49.254
42,35.847,42.048,47.854,29.411,44.777,35.511,40.608,47.297,14.318,46.098
81,58.873,22.204,45.177,75.166,90.355,57.585,31.016,14.765,55.027,81.154
56,56.143,36.235,54.378,56.639,69.814,55.227,41.231,34.928,33.015,56.321
27,67.602,62.650,75.928,45.891,52.839,67.231,65.192,63.325,22.091,28.460
36,40.000,48.010,53.712,25.456,39.825,39.825,46.690,52.953,8.602,40.249
32,41.773,82.462,67.007,47.127,53.824,43.186,74.330,92.005,68.066,87.092
87,43.417,67.067,44.045,84.054,98.005,43.600,58.215,76.007,91.679,120.934
88,41.773,64.125,41.110,83.217,97.494,41.869,55.326,73.000,90.028,119.604
16,57.489,68.118,74.095,23.087,28.302,57.628,67.268,72.173,13.000,20.616
34,32.202,51.923,51.788,16.763,33.541,32.450,48.260,58.694,18.682,46.011
17,43.186,76.538,69.426,18.028,23.345,44.283,70.774,84.599,42.720,56.613
25,40.817,60.208,61.000,9.899,25.298,41.183,57.079,66.408,16.492,38.288
60,27.000,64.622,44.654,58.694,71.281,28.018,55.543,74.465,71.113,97.617
71,39.560,13.928,31.305,58.181,74.330,38.328,17.804,17.464,42.012,72.007
79,61.033,25.495,48.374,75.213,90.050,59.775,34.132,18.358,54.231,79.404
33,68.542,59.169,74.250,51.245,59.363,68.029,62.626,58.873,26.306,35.468
5,58.189,80.231,80.505,13.928,7.211,58.822,77.162,86.128,30.000,31.401
55,41.304,30.083,43.139,45.804,60.828,40.447,31.906,33.015,26.306,55.731
11,51.865,74.733,74.330,7.616,10.770,52.498,71.344,80.957,26.907,34.785
25,53.151,59.414,67.082,26.926,36.125,53.075,59.203,63.032,5.000,26.926
71,14.866,26.420,14.000,53.151,70.064,13.454,17.804,36.235,49.930,81.492
47,48.765,39.560,53.038,43.932,57.201,48.083,41.881,41.304,20.591,47.096
94,37.162,20.591,10.296,76.007,93.022,35.847,15.000,27.659,68.622,100.305
72,18.439,48.508,27.295,60.828,75.961,18.601,39.294,58.241,66.708,96.333
2,79.246,84.646,93.941,43.081,41.012,79.310,85.440,86.833,31.906,4.472
90,33.541,48.374,25.495,77.621,93.301,33.121,39.812,57.035,80.156,111.018
3,64.413,102.616,91.236,46.487,43.046,65.765,95.692,111.396,71.868,80.056
9,54.424,76.295,76.531,10.296,10.000,55.027,73.171,82.280,26.907,32.280
68,12.042,44.944,25.495,55.036,70.520,12.207,35.847,54.781,60.308,90.028
48,25.060,65.734,48.918,46.861,58.600,26.420,57.201,75.472,61.984,86.533
90,31.953,22.804,5.099,72.062,89.022,30.676,15.264,31.064,66.310,98.087
24,36.346,66.212,61.205,10.817,24.352,37.216,61.033,73.926,32.388,51.000
34,59.933,54.231,67.357,43.081,52.631,59.481,56.604,55.317,17.720,34.234
87,44.204,3.606,25.080,72.125,88.769,42.802,12.083,7.071,58.034,88.284
62,45.044,25.060,41.881,53.824,68.884,44.011,29.000,26.173,33.956,62.201
78,26.173,52.345,29.833,68.476,83.385,26.249,43.186,61.814,74.411,104.139
27,47.381,57.009,62.769,21.932,33.422,47.381,55.902,61.522,3.606,31.385
76,57.280,23.409,45.891,71.028,85.959,56.045,31.575,17.692,50.329,76.164
86,30.529,17.117,6.083,68.029,85.053,29.155,8.944,26.077,60.745,92.477
74,14.318,37.363,17.029,58.523,74.733,13.601,28.160,47.127,60.208,91.022
9,54.083,76.485,76.420,9.849,9.434,54.708,73.246,82.565,27.586,33.242
45,16.553,46.872,40.112,27.893,44.407,17.088,40.719,55.444,34.000,62.241
10,72.863,76.655,86.452,39.812,41.000,72.835,77.621,78.772,24.839,10.440
42,24.083,64.537,50.249,38.419,50.220,25.495,56.569,74.027,54.571,78.230
87,35.468,56.080,33.061,78.294,93.231,35.384,47.265,65.008,83.451,113.569
92,32.388,29.120,8.602,74.545,91.351,31.257,21.471,37.216,70.661,102.416
39,58.873,50.090,64.351,46.065,56.639,58.310,53.009,50.695,20.591,39.319
23,73.062,67.978,81.566,49.254,54.626,72.719,70.725,68.308,26.683,26.420
86,56.356,17.117,40.012,76.942,92.704,55.009,26.306,8.246,58.464,86.000
81,29.698,12.369,11.705,63.388,80.399,28.284,3.162,22.136,54.406,86.035
46,18.439,58.898,44.777,38.210,51.478,19.849,50.912,68.411,51.865,77.201
3,57.559,90.785,83.952,26.627,21.095,58.694,85.235,98.615,51.971,58.078
62,45.044,25.060,41.881,53.824,68.884,44.011,29.000,26.173,33.956,62.201
56,28.284,28.443,34.132,40.497,57.009,27.459,26.306,34.928,28.460,60.166
22,46.615,86.279,73.062,41.195,45.177,48.010,78.746,95.483,64.382,80.081
85,48.877,9.055,32.000,72.615,88.865,47.508,18.248,3.000,56.223,85.376
43,29.411,41.976,44.272,26.926,43.417,29.206,39.000,48.466,19.105,50.249
30,30.806,59.933,55.082,13.892,29.614,31.575,54.708,67.742,30.017,52.431
12,48.374,81.884,74.733,20.881,21.954,49.497,76.158,89.889,46.239,57.271
0,61.188,86.585,85.024,18.111,1.414,61.984,82.873,92.973,38.288,38.000
46,14.036,49.679,40.025,30.871,46.573,15.000,42.720,58.694,39.812,67.209
25,64.351,62.626,74.404,40.608,47.508,64.070,64.413,64.133,17.464,25.318
55,5.831,41.725,30.806,38.601,54.918,6.325,34.205,51.088,42.802,72.346
28,45.255,56.009,61.098,20.591,33.015,45.277,54.589,60.828,5.099,33.287
18,51.614,66.068,69.921,16.000,24.042,51.865,64.281,71.021,13.038,26.907
89,30.083,25.495,4.472,71.253,88.142,28.862,17.464,34.015,66.641,98.412
20,50.000,64.070,68.007,16.125,25.495,50.220,62.290,69.051,11.402,28.284
59,15.033,30.806,26.476,41.012,58.034,14.142,24.698,39.623,37.202,68.600
77,34.482,7.616,21.541,61.131,77.878,33.121,7.810,16.279,48.508,79.555
90,30.150,36.497,13.928,73.980,90.427,29.275,28.160,45.044,72.945,104.446
58,24.083,27.514,30.414,41.231,58.052,23.195,24.000,34.986,31.780,63.561
100,48.826,63.063,40.853,92.130,107.154,48.600,55.027,71.021,96.260,126.823
98,38.328,40.497,19.849,82.225,98.656,37.483,33.121,48.052,80.777,112.379
52,34.928,32.016,40.804,39.446,55.154,34.205,31.623,36.878,23.195,54.406
89,69.354,30.414,53.151,86.267,101.213,68.029,39.623,21.024,65.391,89.944
50,33.526,34.015,41.340,36.715,52.555,32.894,32.985,39.294,21.587,53.141
86,34.059,11.180,12.042,68.469,85.475,32.650,4.472,20.100,58.941,90.443
84,36.878,61.000,38.013,78.230,92.574,37.014,52.038,70.114,85.147,114.630
13,59.203,71.063,76.551,22.561,25.942,59.405,70.036,75.240,16.031,19.105
73,54.571,22.825,44.643,67.424,82.365,53.367,30.364,18.601,46.819,73.062
39,23.259,50.537,46.000,21.378,38.118,23.770,45.222,58.523,28.792,55.866
97,69.642,29.069,50.448,90.918,106.452,68.264,38.079,19.235,71.470,97.417
2,58.421,86.023,83.054,17.464,6.083,59.304,81.786,92.849,40.361,43.046
99,48.600,15.524,23.601,82.377,99.298,47.202,17.720,17.029,70.456,101.203
46,48.083,40.162,53.075,42.521,55.803,47.434,42.190,42.190,19.235,46.174
39,24.698,64.351,51.430,34.205,46.043,26.077,56.727,73.661,50.990,74.095
17,50.774,67.268,70.093,13.038,21.260,51.108,65.069,72.567,15.620,28.601
28,47.424,56.036,62.241,23.259,34.828,47.381,55.109,60.407,2.236,31.765
17,43.046,75.591,69.051,16.031,21.932,44.102,70.007,83.528,40.804,54.708
63,29.155,65.460,44.777,62.241,74.887,30.067,56.303,75.273,74.243,101.045
54,13.416,36.620,31.064,36.056,53.009,13.038,30.463,45.343,35.355,66.030
36,30.000,50.289,49.649,18.439,35.355,30.232,46.390,57.271,20.248,48.166
80,46.519,9.849,32.388,68.029,84.155,45.188,18.111,8.000,51.245,80.399
36,28.302,51.264,49.254,18.028,35.057,28.653,46.872,58.592,23.087,50.210
77,18.385,26.926,8.544,59.414,76.236,17.088,17.720,36.688,56.604,88.193
18,45.695,83.409,72.615,32.000,35.355,47.011,76.551,92.195,56.089,70.342
33,55.073,53.160,64.405,37.162,47.424,54.708,54.562,55.326,11.705,33.061
4,75.073,81.786,90.338,38.626,37.121,75.166,82.219,84.380,28.178,4.000
77,68.154,33.734,56.569,78.645,92.655,66.940,42.297,26.401,56.080,78.645
48,21.633,39.000,37.855,30.265,47.265,21.401,34.525,46.648,26.870,57.689
54,45.398,32.311,46.755,47.508,61.911,44.553,35.000,34.132,26.249,54.231
84,24.021,34.000,11.045,67.683,84.172,23.087,25.080,43.186,66.851,98.270
43,24.759,43.658,42.755,25.318,42.297,24.759,39.459,51.000,23.601,53.600
98,40.497,23.601,13.601,80.000,97.005,39.217,18.868,29.732,72.732,104.403
63,15.297,27.659,22.561,45.011,62.032,14.142,21.024,36.797,40.497,72.069
51,14.213,55.000,39.962,41.400,55.462,15.620,46.755,64.637,52.802,79.511
21,76.662,71.120,85.041,52.086,56.648,76.322,74.061,71.169,30.083,26.401
26,34.059,67.742,60.208,17.889,29.155,35.128,61.741,76.026,39.115,58.138
14,46.000,77.389,71.701,14.560,18.385,47.011,72.111,85.088,39.925,51.923
66,28.636,63.600,42.485,63.781,76.851,29.428,54.406,73.376,74.793,102.176
83,64.257,27.019,50.040,79.630,94.515,62.968,36.014,18.682,58.694,83.600
91,32.894,23.087,6.083,73.062,90.022,31.623,15.811,31.145,67.231,99.005
94,34.366,29.732,10.296,76.531,93.343,33.242,22.472,37.483,72.450,104.216
98,41.629,51.923,29.967,85.796,101.533,41.146,44.011,59.841,87.618,118.714
39,22.136,60.208,49.041,29.698,42.942,23.409,53.009,69.296,45.122,69.065
95,46.755,64.938,42.202,89.185,103.788,46.690,56.515,73.335,94.763,124.844
71,12.083,30.871,14.866,53.759,70.456,10.770,21.954,40.719,52.802,84.060
5,64.140,102.942,90.824,48.765,46.174,65.513,95.802,111.866,74.000,83.150
21,40.025,75.717,66.761,23.195,29.732,41.231,69.354,84.202,46.690,62.626
20,41.000,76.551,67.720,23.087,29.069,42.202,70.235,85.000,46.872,62.298
91,31.145,30.806,9.220,73.824,90.554,30.067,22.847,39.115,70.711,102.421
24,37.643,74.404,64.514,25.710,33.242,38.897,67.742,83.096,48.260,65.552
99,39.319,31.765,14.866,81.498,98.326,38.210,25.495,38.601,76.968,108.747
69,33.242,66.708,44.944,68.680,81.541,33.956,57.489,76.400,79.756,107.168
77,27.019,54.452,32.016,68.600,83.259,27.203,45.277,63.953,75.286,104.738
46,54.818,42.942,58.052,48.010,60.208,54.120,46.228,43.417,23.345,46.098
63,34.132,21.024,32.558,49.244,65.460,33.061,21.471,26.249,34.132,65.000
25,41.881,59.841,61.392,11.402,26.000,42.190,57.009,65.803,14.560,36.797
12,58.249,72.000,76.538,19.925,22.825,58.523,70.576,76.531,17.464,20.809
0,77.466,85.510,93.520,39.357,36.014,77.621,85.726,88.278,31.385,1.000
16,46.819,70.093,69.260,2.828,15.297,47.434,66.483,76.551,24.698,37.577
64,28.284,20.616,27.659,48.083,64.761,27.166,18.439,27.785,36.139,67.676
81,21.213,30.150,8.062,63.953,80.623,20.100,21.024,39.623,62.129,93.648
59,11.045,33.302,26.019,41.110,58.034,10.198,26.420,42.450,39.699,70.725
81,25.807,18.248,6.403,63.008,80.025,24.413,9.055,27.893,56.462,88.238
53,32.757,31.016,38.833,39.357,55.362,32.016,30.083,36.401,24.515,55.973
3,80.610,84.481,94.515,45.541,44.045,80.623,85.615,86.313,32.802,7.616
35,40.608,81.400,65.299,49.041,56.400,42.012,73.110,91.022,69.260,89.157
19,49.649,65.192,68.411,14.036,23.431,49.930,63.127,70.406,13.454,29.069
96,37.947,24.187,11.180,78.026,95.005,36.688,18.439,31.048,71.512,103.247
88,35.000,54.148,31.145,78.262,93.408,34.828,45.398,63.000,82.735,113.071
87,33.601,13.342,10.198,69.260,86.284,32.202,6.403,22.023,60.440,92.027
70,19.723,21.260,16.553,52.086,69.116,18.358,13.892,30.806,45.618,77.389
77,21.401,21.190,8.544,59.008,76.000,20.000,12.083,31.016,53.666,85.428
96,43.829,59.228,36.688,87.207,102.318,43.600,50.961,67.476,91.285,121.824
16,45.122,71.784,69.000,4.472,15.297,45.891,67.469,78.791,29.967,43.081
7,53.235,85.866,79.429,21.954,18.974,54.332,80.411,93.648,47.413,55.444
13,51.078,72.180,72.691,7.810,13.892,51.624,69.116,78.160,23.345,32.696
10,56.824,95.268,83.630,41.773,41.000,58.181,88.233,104.139,66.761,77.647
1,59.076,90.471,85.000,24.042,16.000,60.133,85.381,97.949,48.826,53.009
3,60.407,96.799,87.316,37.162,33.061,61.685,90.427,105.209,62.650,70.064
87,59.481,20.224,43.046,79.259,94.847,58.138,29.428,11.045,60.166,87.052
72,45.607,16.279,36.401,61.774,77.473,44.385,22.361,16.125,43.566,72.250
92,58.523,17.889,39.623,81.860,97.862,57.140,26.926,8.062,64.133,92.005
95,46.755,64.938,42.202,89.185,103.788,46.690,56.515,73.335,94.763,124.844
75,15.811,39.051,18.028,60.083,76.158,15.232,29.833,48.765,62.290,93.005
75,30.017,11.402,18.868,58.249,75.133,28.653,7.280,20.616,47.297,78.746
80,21.541,41.195,18.682,65.788,81.744,21.024,32.062,50.636,68.015,98.813
58,62.032,38.949,58.592,62.482,75.166,61.074,44.944,36.056,38.288,59.228
43,26.249,43.012,43.174,25.710,42.579,26.173,39.205,50.090,22.023,52.431
83,41.881,2.236,25.080,68.308,84.900,40.497,11.045,8.602,54.037,84.345
40,20.396,57.489,47.127,28.425,42.544,21.587,50.478,66.483,42.450,67.201
50,25.080,65.513,48.104,48.918,60.803,26.401,56.859,75.293,63.569,88.482
83,48.765,10.050,33.061,71.176,87.316,47.413,19.026,5.099,54.332,83.295
43,31.906,72.670,55.973,48.021,58.000,33.287,64.203,82.377,65.513,88.193
97,64.637,23.854,44.643,88.102,104.000,63.246,32.650,14.213,69.857,97.046
46,21.260,62.008,46.872,41.037,53.535,22.672,53.814,71.610,55.660,80.449
38,29.069,69.426,55.227,38.588,48.918,30.480,61.522,78.873,56.719,78.772
62,42.048,23.770,39.408,52.154,67.543,41.012,26.907,26.000,33.377,62.514
17,66.708,69.376,79.404,37.014,41.231,66.603,70.385,71.568,18.439,17.029
35,41.400,82.201,65.947,49.980,57.201,42.802,73.878,91.837,70.257,90.078
25,35.355,70.178,61.847,20.248,30.000,36.497,63.953,78.600,42.190,60.415
15,52.479,69.260,72.035,13.342,19.799,52.839,67.067,74.525,17.205,27.459
55,59.211,38.949,57.454,58.258,70.937,58.310,44.204,37.121,34.059,55.731
43,24.042,44.011,42.579,25.179,42.190,24.083,39.623,51.478,24.413,54.203
96,36.497,29.547,11.705,78.409,95.258,35.355,22.804,36.878,73.824,105.603
43,45.310,41.976,52.802,37.537,51.039,44.777,42.953,45.000,14.866,43.738
48,64.133,46.861,64.637,57.454,68.622,63.348,51.740,45.177,32.202,49.729
62,9.220,32.558,23.022,44.283,61.131,8.062,25.000,42.012,43.278,74.330
24,57.628,61.188,70.328,31.575,39.408,57.489,61.685,64.070,9.434,24.515
81,39.962,3.162,24.331,66.098,82.710,38.588,10.050,10.630,52.086,82.565
79,22.472,21.587,6.325,61.033,78.006,21.095,12.369,31.321,55.902,87.664
8,52.240,84.971,78.447,21.471,19.313,53.339,79.480,92.785,46.957,55.579
43,22.672,44.777,42.297,25.020,42.048,22.804,40.025,52.479,26.077,55.444
34,51.108,51.196,61.294,34.000,45.277,50.774,52.000,54.037,8.602,34.525
72,21.633,52.393,30.871,62.769,77.473,21.954,43.174,62.097,69.814,99.035
69,51.788,23.431,44.011,63.008,77.897,50.636,29.967,21.024,42.379,69.007
56,61.131,39.598,58.669,60.440,73.000,60.208,45.222,37.216,36.125,57.070
35,25.080,60.216,51.420,23.345,37.162,26.173,53.712,68.884,39.459,62.682
43,25.495,43.324,42.953,25.495,42.426,25.456,39.319,50.537,22.804,53.009
13,50.695,88.006,77.621,33.377,34.176,52.000,81.302,96.675,58.241,70.214
94,53.263,12.806,32.280,80.654,97.124,51.856,20.809,6.083,65.123,94.430
80,35.228,5.657,19.647,63.789,80.604,33.838,5.385,15.264,51.624,82.710
22,39.850,65.460,63.032,4.472,21.024,40.522,61.188,72.498,25.962,43.909
70,18.028,50.000,29.155,59.540,74.465,18.358,40.804,59.775,66.219,95.525
76,47.760,14.422,36.139,65.765,81.541,46.487,21.840,12.369,47.676,76.164
73,13.038,33.838,15.000,56.515,72.993,12.000,24.698,43.658,56.851,87.920
48,14.422,43.829,37.054,30.594,47.265,14.765,37.577,52.498,34.670,63.781
39,24.698,49.244,46.098,21.024,38.000,25.060,44.385,56.939,26.000,53.759
45,17.000,46.325,40.050,27.659,44.283,17.464,40.311,54.818,33.121,61.555
64,42.190,21.932,38.275,53.852,69.354,41.110,25.456,24.000,35.355,64.498
58,25.080,63.561,44.204,55.866,68.505,26.173,54.562,73.410,68.447,94.810
22,58.898,63.151,72.069,31.257,38.275,58.796,63.569,66.068,10.630,22.561
51,12.042,52.631,38.471,39.661,54.231,13.454,44.553,62.201,50.090,77.233
41,48.847,44.643,56.223,38.601,51.225,48.332,46.065,47.096,14.422,41.304
46,46.174,39.560,51.740,41.037,54.644,45.541,41.183,42.048,18.385,46.390
44,22.627,63.253,48.549,39.699,51.865,24.042,55.172,72.801,55.082,79.322
37,24.698,52.773,48.010,19.647,36.222,25.298,47.434,60.745,29.120,55.227
42,53.141,45.310,58.728,43.267,55.227,52.555,47.707,46.690,18.385,42.000
82,27.203,17.117,6.708,64.031,81.056,25.807,8.000,26.683,57.009,88.769
5,63.632,79.006,82.970,22.204,19.416,64.008,77.414,83.600,24.515,18.682
42,51.264,44.598,57.385,41.617,53.907,50.695,46.648,46.390,17.029,42.048
68,26.249,60.166,38.910,63.411,77.026,26.926,50.961,69.921,73.246,101.237
85,41.400,1.000,23.000,69.642,86.348,40.000,9.487,9.487,56.143,86.683
12,48.042,80.056,73.980,17.088,18.601,49.092,74.673,87.818,42.544,53.367
20,48.826,64.195,67.446,14.142,24.207,49.092,62.129,69.426,12.728,29.732
11,71.449,75.432,85.088,38.639,40.262,71.421,76.322,77.647,23.431,11.180
39,24.698,64.351,51.430,34.205,46.043,26.077,56.727,73.661,50.990,74.095
56,6.403,47.202,32.650,42.485,57.871,7.810,38.949,56.859,49.930,78.492
36,35.384,76.059,60.803,43.863,52.402,36.797,67.941,85.604,63.388,84.095
88,28.443,38.210,15.297,72.533,88.843,27.659,29.614,47.000,72.422,103.774
24,37.108,73.239,63.891,23.770,31.828,38.328,66.731,81.835,46.271,63.695
35,53.235,50.961,62.201,37.121,48.083,52.839,52.326,53.235,11.662,35.128
15,65.069,70.406,79.177,33.136,36.770,65.054,70.838,73.171,17.205,15.297
27,52.631,57.559,65.765,28.460,38.210,52.498,57.567,61.008,4.472,28.460
23,45.804,61.294,64.288,13.928,26.077,46.043,59.076,66.708,11.662,32.527
95,35.355,30.083,11.180,77.524,94.340,34.234,23.022,37.656,73.348,105.119
58,18.111,57.245,38.897,51.225,64.885,19.235,48.374,67.082,62.177,89.376
61,16.031,28.601,24.739,43.046,60.075,15.000,22.472,37.483,38.275,69.836
56,25.318,29.120,32.650,39.560,56.294,24.515,26.019,36.235,29.547,61.327
49,16.279,40.817,36.056,31.064,48.010,16.279,35.114,49.204,32.016,62.008
34,62.650,55.462,69.354,45.880,55.000,62.169,58.249,56.045,20.616,34.713
96,37.108,43.681,21.954,81.320,97.514,36.401,35.847,51.624,81.271,112.681
30,50.804,54.589,63.135,29.547,40.311,50.606,54.708,58.009,4.123,31.321
67,66.370,37.121,58.822,71.449,84.646,65.276,44.598,31.890,47.802,68.884
92,42.521,9.434,19.313,75.313,92.228,41.110,10.770,14.560,63.640,94.594
64,50.160,26.249,45.177,58.412,73.062,49.092,31.623,25.298,37.336,64.000
84,61.847,24.000,47.011,78.772,93.941,60.539,33.061,15.524,58.523,84.291
78,59.775,24.739,47.518,73.817,88.685,58.523,33.242,18.028,52.924,78.313
43,20.248,46.530,42.012,25.179,42.048,20.591,41.110,54.644,29.530,58.052
51,10.296,43.278,34.366,34.205,50.636,10.770,36.359,52.326,38.833,68.015
17,53.009,92.655,79.404,45.011,46.819,54.406,85.147,101.833,69.051,82.765
9,72.125,77.130,86.354,38.079,38.833,72.139,77.833,79.511,24.413,9.055
37,27.459,50.329,48.260,19.026,36.056,27.785,45.891,57.706,23.409,50.931
86,26.173,30.067,7.071,68.884,85.586,25.080,21.378,39.051,66.370,98.005
61,15.033,53.226,34.655,51.865,66.212,16.000,44.294,63.071,61.057,89.140
88,42.521,4.123,22.204,72.277,89.051,41.110,10.000,10.000,59.211,89.822
53,39.623,31.575,43.186,43.012,58.138,38.833,32.650,35.128,24.083,54.129
40,23.324,62.936,50.090,34.059,46.325,24.698,55.317,72.250,50.220,73.783
